Student Name,Student ID,Major
Barbara Ferguson,SID16485,Medicine
Susan Thomas,SID16486,Art
Luis Long,SID16487,Economics
Jessica Davis,SID16488,Literature
Patricia Patterson,SID16489,Literature
John Graham,SID16490,Psychology
Amanda Brown,SID16491,Mathematics
Jason Garcia,SID16492,Economics
Amber Banks,SID16493,Psychology
Cathy Gutierrez,SID16494,Psychology
Norma Obrien,SID16495,Art
Shannon Mitchell,SID16496,Art
Albert Ward,SID16497,Literature
Pamela Shaw DVM,SID16498,Literature
Chris Norris,SID16499,Art
Bobby Campbell,SID16500,Mathematics
Erica Gibson,SID16501,Medicine
Rachel Washington,SID16502,Medicine
Nicole Rodriguez,SID16503,Physics
Sandra Armstrong,SID16504,Engineering
Michael Moore,SID16505,Philosophy
Anthony Spencer,SID16506,Mathematics
Stephanie Drake,SID16507,Medicine
Laurie Riley DDS,SID16508,History
Shawn Berger,SID16509,Literature
Christopher Brewer,SID16510,Engineering
Tanya Villanueva,SID16511,Engineering
Spencer Farrell,SID16512,Computer Science
Kevin Bernard,SID16513,History
Christy Johnson,SID16514,Philosophy
Jasmine Hernandez,SID16515,Economics
Edward Ingram,SID16516,Biology
Roberto Anderson,SID16517,History
Evelyn Mckinney,SID16518,Economics
Dana Cruz,SID16519,Literature
Ronald Martin,SID16520,Mathematics
Matthew Thompson,SID16521,Computer Science
Kevin Reese,SID16522,Philosophy
Angel Walker,SID16523,Computer Science
Oscar Mendoza,SID16524,Philosophy
Joseph Pitts,SID16525,Mathematics
Anthony Reed,SID16526,Physics
Julia Vasquez,SID16527,Computer Science
Jennifer Vang,SID16528,Philosophy
Yvette Reed,SID16529,Computer Science
David Bolton,SID16530,Economics
Chad Wong,SID16531,Computer Science
Christopher Smith,SID16532,Art
Brent Lynch,SID16533,Biology
Tyler Pham,SID16534,Biology
Nichole Smith,SID16535,Philosophy
William Holloway,SID16536,History
Audrey Carpenter,SID16537,Computer Science
Dennis Phillips,SID16538,Philosophy
Matthew Wright,SID16539,Art
Julie Roy,SID16540,Psychology
David Garner,SID16541,Medicine
Mr. Casey Estrada,SID16542,Mathematics
Dr. Ryan Fitzgerald,SID16543,Mathematics
Adrian Figueroa,SID16544,Art
Matthew Snyder,SID16545,Philosophy
Lori Byrd,SID16546,Literature
John Johnson,SID16547,History
Scott Moore,SID16548,Computer Science
Brian Wilson,SID16549,Mathematics
Ruben Alexander,SID16550,Medicine
Jesse Thomas,SID16551,Engineering
Cheryl Mercer,SID16552,Biology
Sarah Charles,SID16553,History
Stephanie Bowman,SID16554,Art
Adam Franco,SID16555,Physics
Matthew Oliver,SID16556,Computer Science
Deborah Young,SID16557,Biology
Crystal Davis,SID16558,Physics
Hannah Navarro,SID16559,Art
Christopher Brooks,SID16560,Psychology
Daniel Boyd,SID16561,Mathematics
Tammy Jones,SID16562,Medicine
Kenneth Sosa,SID16563,Economics
Kimberly Meadows,SID16564,Literature
Andrew Sanders,SID16565,Art
Edward Mann,SID16566,Psychology
Jordan Holloway,SID16567,Economics
Jessica Russell,SID16568,History
Daniel Johnson,SID16569,Computer Science
Michael Waters DVM,SID16570,Medicine
Robin Wilson,SID16571,Philosophy
Stacy Rowe,SID16572,Economics
Robert Arnold,SID16573,Philosophy
Sherri Craig,SID16574,Physics
Teresa Adams,SID16575,Engineering
Shannon Parker,SID16576,Computer Science
Teresa Hernandez,SID16577,Literature
Mark Ewing,SID16578,Literature
Michael Wood,SID16579,Engineering
Michael Clark,SID16580,Mathematics
Joshua Coleman,SID16581,Economics
Christina Holmes,SID16582,Art
Christina Watson,SID16583,Medicine
Jennifer Green,SID16584,History
Amanda Burnett,SID16585,Physics
Edward Brooks,SID16586,Philosophy
Nathaniel Morrow,SID16587,Physics
Scott Parker,SID16588,Computer Science
Rhonda Thompson,SID16589,Engineering
Tara Ford,SID16590,Mathematics
Brandon Green,SID16591,Philosophy
Theresa Padilla,SID16592,Economics
Emily Knight,SID16593,Computer Science
Stephen Ramirez,SID16594,Medicine
Katie Brady,SID16595,Computer Science
Benjamin George,SID16596,Biology
Eric Simmons,SID16597,Computer Science
Anthony Kim,SID16598,Biology
Daniel Burke,SID16599,Mathematics
Julie Cummings,SID16600,Mathematics
Melanie Williams,SID16601,Philosophy
Mark Jones,SID16602,Biology
Vincent Morales,SID16603,Biology
Jade Mejia,SID16604,Philosophy
Jacob Johnson,SID16605,Medicine
Victor Campbell,SID16606,Engineering
Kelly Robinson,SID16607,Art
Nicholas Wiggins,SID16608,Psychology
Kristin Curtis,SID16609,History
Timothy King,SID16610,History
Randy Baker,SID16611,Economics
Christian Rodriguez,SID16612,Literature
Lindsey Hill,SID16613,Biology
Margaret Barnett,SID16614,Medicine
Eric Roberts,SID16615,Medicine
Tricia Cardenas,SID16616,Biology
Ralph Wright,SID16617,Mathematics
Jacqueline Montgomery,SID16618,Mathematics
Michael Adams,SID16619,History
Kathryn Baker,SID16620,Biology
Lauren Hutchinson,SID16621,Economics
James Lee MD,SID16622,Computer Science
Terri Ramsey,SID16623,Mathematics
Stacy Stewart,SID16624,Psychology
Shelly Stevens,SID16625,Psychology
Amber Hoffman,SID16626,Art
Rodney West,SID16627,Computer Science
Patricia Ochoa,SID16628,Philosophy
Judy Brown,SID16629,Art
Eric Bailey,SID16630,Art
Jonathon Powers,SID16631,History
Carrie Gregory,SID16632,Engineering
Kimberly Pineda,SID16633,Biology
Kimberly Lin,SID16634,Art
Tamara Martin,SID16635,Literature
Randy Bautista Jr.,SID16636,Economics
Brian Aguilar,SID16637,Biology
Todd Long,SID16638,Computer Science
Joshua Barry,SID16639,Mathematics
Stacy Mcintosh,SID16640,Mathematics
Dennis Brown,SID16641,Computer Science
Frank Holder,SID16642,Art
Sherry White,SID16643,Physics
Mrs. Victoria Jones,SID16644,Biology
Jenna Clark,SID16645,Medicine
Matthew Johnson,SID16646,Computer Science
Tim King,SID16647,Psychology
Lisa Duarte,SID16648,Literature
Charles Mathews,SID16649,Medicine
Brenda Moore,SID16650,Philosophy
Karen Haynes,SID16651,Philosophy
Eric Williams,SID16652,Mathematics
Miguel Mendoza,SID16653,Computer Science
Craig Campbell,SID16654,Psychology
Diana Carrillo,SID16655,History
Lindsay Pratt,SID16656,Philosophy
Rebecca Rodgers,SID16657,Biology
Dr. Michael Williams DDS,SID16658,Art
Amanda Kennedy,SID16659,Computer Science
Derek Hoover,SID16660,Literature
Christina Mcclure,SID16661,Art
Benjamin Smith,SID16662,Computer Science
Michael Hughes,SID16663,Economics
Juan Walton,SID16664,Engineering
Kyle Barry,SID16665,History
Corey Peterson,SID16666,Philosophy
Ronald Olson,SID16667,Philosophy
Douglas Perkins,SID16668,Medicine
Brian Thomas,SID16669,History
Jennifer Smith,SID16670,Psychology
Tyler Clark,SID16671,Philosophy
Heather Ryan,SID16672,Economics
Raymond Spears,SID16673,Literature
Heather Huffman,SID16674,Philosophy
Jonathan Hernandez,SID16675,Medicine
Teresa Watkins,SID16676,Economics
Aaron Jarvis,SID16677,Biology
Carolyn Hubbard,SID16678,Economics
Diane Garner,SID16679,History
Debra Ramos,SID16680,Engineering
Matthew Blackburn,SID16681,Mathematics
Jennifer Rocha,SID16682,Medicine
Michele Evans,SID16683,Literature
Sarah Scott,SID16684,Art
Kevin Stone,SID16685,Psychology
Jennifer Stewart,SID16686,Mathematics
Amanda Weber,SID16687,History
David Chang,SID16688,History
Kathryn Morales,SID16689,Art
Jordan Miller,SID16690,Psychology
Brandon Sandoval,SID16691,Economics
Heather Fisher,SID16692,Computer Science
David Atkins,SID16693,Physics
John Dixon,SID16694,History
Rachel Calderon,SID16695,Art
Theodore Weiss,SID16696,Physics
Mrs. Anna Castro,SID16697,History
Brent Fowler,SID16698,Philosophy
Christina Dunn,SID16699,Psychology
Richard Lee,SID16700,Art
Thomas Oliver,SID16701,Economics
Bridget Lee MD,SID16702,Medicine
Katherine Joseph,SID16703,Engineering
Sharon Sullivan,SID16704,History
Michael Rivera,SID16705,Mathematics
Robin Taylor,SID16706,Philosophy
Danny Wright,SID16707,Mathematics
Jacob Torres,SID16708,Psychology
Jamie Mccoy,SID16709,Computer Science
Cindy Holt,SID16710,Computer Science
Rebecca White,SID16711,Mathematics
Peter Cannon,SID16712,Engineering
Austin Rowe,SID16713,Psychology
Stephanie Johnson,SID16714,Computer Science
Daniel Burke,SID16715,Physics
Tyler Gilmore,SID16716,Literature
Renee Cherry,SID16717,Medicine
Kayla Smith,SID16718,History
Jamie King,SID16719,Art
Cynthia Griffin,SID16720,Computer Science
John Lopez,SID16721,Literature
Maria Moore,SID16722,History
Julie Carter,SID16723,Philosophy
Amber Barrett,SID16724,Engineering
Samantha Watson,SID16725,Art
Eric Hughes,SID16726,Philosophy
Briana Kaufman,SID16727,Economics
Kristin Howard,SID16728,History
Ashley Bailey,SID16729,History
Troy Smith,SID16730,Psychology
Amanda Dennis,SID16731,Mathematics
Mrs. Shirley Robertson,SID16732,History
Brian Torres,SID16733,Physics
Jason Robinson,SID16734,Philosophy
Michelle Rivera,SID16735,Psychology
Craig Johnston,SID16736,Philosophy
Steven Johnson,SID16737,Psychology
Brenda Floyd,SID16738,Philosophy
David Moore,SID16739,Literature
Brian Washington,SID16740,Literature
Edward Gonzalez,SID16741,History
Raymond Robinson,SID16742,Mathematics
William Baker,SID16743,Biology
Steven Hoover,SID16744,Engineering
Emily Rojas,SID16745,Philosophy
Laura Klein,SID16746,History
Thomas Combs,SID16747,History
William Carter,SID16748,Computer Science
Jennifer Meyer,SID16749,Biology
Dawn Lee,SID16750,Physics
Scott Brown,SID16751,Computer Science
Angela Gordon,SID16752,Psychology
Tyler Robinson,SID16753,Engineering
Megan Moore,SID16754,Literature
Elizabeth Jenkins,SID16755,Computer Science
Francisco Orr,SID16756,Computer Science
Amy Lloyd,SID16757,Psychology
Virginia Morgan,SID16758,History
Lacey Saunders,SID16759,Philosophy
Brian Powell,SID16760,Computer Science
Andre Vincent,SID16761,Biology
Lori Graves,SID16762,Physics
Jason Figueroa,SID16763,Computer Science
Michael Warren,SID16764,Physics
Joann Smith,SID16765,Computer Science
Ryan Olson,SID16766,Literature
Justin Hernandez,SID16767,History
Grace Walker,SID16768,Literature
John Bush,SID16769,Physics
Daniel Cunningham,SID16770,Psychology
Shannon Diaz,SID16771,Economics
Matthew Martinez,SID16772,Economics
Jacob Pratt,SID16773,Psychology
Amy Smith,SID16774,Medicine
Tracy Nunez,SID16775,Literature
Amanda Smith,SID16776,Art
Gabriel Meza,SID16777,Medicine
Norma Vargas,SID16778,Economics
Travis Russo,SID16779,Physics
James Johnson,SID16780,Literature
Phillip Riley,SID16781,Literature
Bryan Johnson,SID16782,Mathematics
Autumn Wood,SID16783,Medicine
Mitchell Dean,SID16784,Mathematics
Nichole Cox,SID16785,History
Julie Jones,SID16786,Biology
William House,SID16787,Biology
Robert Bryant,SID16788,Physics
Jeffrey Fritz,SID16789,Psychology
John Salazar,SID16790,Engineering
Brianna Richardson MD,SID16791,Medicine
Denise Walker,SID16792,Biology
Kathleen Mora,SID16793,Economics
Sarah Olsen,SID16794,Medicine
David Lucero,SID16795,Art
Joseph Brown,SID16796,History
Jamie Jones,SID16797,Medicine
Anna Flynn,SID16798,Art
Darrell Collins,SID16799,Literature
Peter Miller,SID16800,Art
Tracy Gardner,SID16801,Psychology
Megan Welch,SID16802,Psychology
Michael Johnson,SID16803,Philosophy
Kathleen Meyers,SID16804,Physics
Mr. Joshua Delgado,SID16805,Medicine
Fred Crawford,SID16806,Psychology
Frank Myers,SID16807,Literature
Luke Roberts,SID16808,Economics
Abigail Phillips,SID16809,History
Michael Johnson,SID16810,Physics
Samuel Olson,SID16811,History
Evelyn Ruiz,SID16812,Art
Jason Hughes,SID16813,Medicine
Raymond Robertson,SID16814,Philosophy
Lisa Ray,SID16815,Engineering
Willie Lester,SID16816,Computer Science
Laura Estrada,SID16817,Literature
Jennifer Sanders,SID16818,Mathematics
Steven Cook,SID16819,Biology
Linda Patterson,SID16820,Physics
Julie Walters,SID16821,Medicine
Dustin Nichols,SID16822,Economics
Mary Wilson,SID16823,Computer Science
Karen Sparks,SID16824,History
Sarah Smith,SID16825,History
Catherine Torres,SID16826,Mathematics
Nicholas Aguilar,SID16827,Economics
Daniel Boone,SID16828,Computer Science
Phillip Finley DVM,SID16829,Literature
John Mcknight,SID16830,Biology
Christopher Wilkinson,SID16831,Engineering
Stephen Martinez MD,SID16832,Physics
Beth Austin,SID16833,Economics
Rebecca Vance,SID16834,Psychology
Daniel Howard,SID16835,Economics
Riley Mccarthy,SID16836,Economics
Dawn Moore,SID16837,Psychology
Melanie Taylor,SID16838,Philosophy
Larry Carroll,SID16839,History
Daniel Conner,SID16840,Computer Science
David Logan,SID16841,Computer Science
Deborah Kelly,SID16842,Mathematics
Sean Pierce,SID16843,Biology
Stephen Valenzuela,SID16844,Medicine
Kenneth Morrison,SID16845,Literature
Aaron Shaffer,SID16846,Medicine
Mark Hale,SID16847,Psychology
Ronnie Henderson,SID16848,Literature
Mrs. Amanda Wilson,SID16849,Computer Science
Tina Brooks,SID16850,Engineering
Terry Summers,SID16851,Economics
Michael Heath,SID16852,Biology
Susan Aguilar,SID16853,Biology
Brian Saunders,SID16854,Economics
Francisco Clay,SID16855,Philosophy
Ronald Arnold,SID16856,Economics
Daniel Johnson,SID16857,History
Stanley Cervantes,SID16858,Mathematics
Joanne Kim,SID16859,Mathematics
Julie Davis,SID16860,Psychology
Shirley Reynolds,SID16861,Psychology
Brittany Grimes,SID16862,Philosophy
Tara Hayden,SID16863,Economics
Mrs. Lisa Lucas MD,SID16864,Engineering
Sydney Lang,SID16865,Philosophy
Charles Lee,SID16866,Physics
Henry Gregory,SID16867,Art
Eric Ramos,SID16868,History
Charles Santana,SID16869,Economics
Angela Johnson,SID16870,Mathematics
Laura Smith,SID16871,Psychology
Michael Hernandez,SID16872,Biology
Diana Love,SID16873,Physics
Craig Miller,SID16874,Medicine
Laura Rush,SID16875,Psychology
Brandon Gray,SID16876,Art
Benjamin Haynes,SID16877,Engineering
Edward Dudley,SID16878,Engineering
Tracy Wolf,SID16879,Mathematics
Claudia Young,SID16880,Art
Shannon Parker,SID16881,History
Andrew Huff,SID16882,Medicine
Gabriel Daniels,SID16883,Medicine
Ivan Jimenez,SID16884,Engineering
Anthony Joseph,SID16885,Economics
Adrian Keller,SID16886,Engineering
Juan Howard,SID16887,Philosophy
Joanna Stewart,SID16888,Physics
Timothy Sanchez,SID16889,Computer Science
Mitchell Smith,SID16890,Physics
Mary Shaw,SID16891,Computer Science
Mr. Austin Brown,SID16892,Literature
Tyler Williams,SID16893,Biology
Tracy Wood,SID16894,Philosophy
April Harris,SID16895,Engineering
Diane Lloyd,SID16896,History
Tony Fitzgerald,SID16897,Engineering
Dawn Morrison,SID16898,Mathematics
Jennifer Walker,SID16899,Economics
Justin Lambert,SID16900,Art
Lauren Barrett,SID16901,Engineering
Jesse Frost,SID16902,Literature
Kristen Vasquez,SID16903,Engineering
John Doyle,SID16904,Biology
Jo Mathis,SID16905,Philosophy
Jennifer Jones,SID16906,Engineering
Lauren Green,SID16907,Biology
Debbie Dean,SID16908,Engineering
Jessica Frost,SID16909,Economics
Laura Sanders,SID16910,Engineering
Felicia Sanders,SID16911,Art
Jennifer Santos,SID16912,Art
Dana Patton,SID16913,Biology
Glenn Hall,SID16914,History
Bradley Robbins,SID16915,Mathematics
Alan Sanders,SID16916,Psychology
Kristine Calhoun,SID16917,Mathematics
Cheryl Roy,SID16918,Economics
Craig Smith,SID16919,Mathematics
Barbara Barker,SID16920,Philosophy
William Price,SID16921,Art
Keith Cline,SID16922,History
Jessica Blake,SID16923,Art
Scott Navarro,SID16924,Literature
Frances Moore,SID16925,Philosophy
Jessica Cook,SID16926,History
Amanda Brown,SID16927,Psychology
Victoria Richardson,SID16928,Physics
Jerome Martinez,SID16929,Engineering
Peter Martin,SID16930,Engineering
Rebecca Colon,SID16931,Literature
Todd Love,SID16932,Psychology
Lisa Ford,SID16933,Mathematics
Deborah Ellis,SID16934,Physics
Eileen Mccoy,SID16935,Economics
Michael Smith,SID16936,Mathematics
Emily Lee,SID16937,Economics
Richard Thompson,SID16938,Medicine
Justin Campbell,SID16939,Computer Science
William Proctor,SID16940,Psychology
Norma Haas,SID16941,Computer Science
Alyssa Ayers,SID16942,Biology
Anthony Brock,SID16943,Medicine
Mr. Charles Ortega MD,SID16944,Economics
Mrs. Sarah Reed,SID16945,Medicine
Desiree Snow,SID16946,Engineering
Mark George,SID16947,Literature
Kristi Carrillo,SID16948,Art
Ms. Kelly Smith,SID16949,Philosophy
Thomas Vasquez,SID16950,Engineering
Melissa Parker,SID16951,History
Alyssa Trujillo,SID16952,Computer Science
Laura Clark,SID16953,Computer Science
Anna Cruz,SID16954,Mathematics
Mark Becker,SID16955,History
Andrew Hicks,SID16956,Biology
Shannon Anderson,SID16957,Mathematics
Megan Fisher,SID16958,Medicine
Dawn Brown,SID16959,Literature
Allison Pierce,SID16960,Mathematics
Charles Erickson,SID16961,Biology
Christopher Brooks,SID16962,Physics
Taylor Peters,SID16963,Art
Benjamin Marshall,SID16964,Biology
Lee Jensen,SID16965,History
Mark Torres,SID16966,Physics
Tracy Fernandez,SID16967,Economics
Ryan Myers,SID16968,Mathematics
Eric Johnson,SID16969,Psychology
Larry Solis,SID16970,Literature
Tyler Edwards,SID16971,History
Michael Ray,SID16972,Mathematics
Jose Romero IV,SID16973,Philosophy
Cassandra Moore,SID16974,Physics
Karen Holt,SID16975,History
Sandra Hamilton,SID16976,Philosophy
Christina Joseph,SID16977,Mathematics
Justin Ware,SID16978,Physics
Cindy Roberts,SID16979,Computer Science
Diane Jones,SID16980,Physics
Carrie Wilson,SID16981,Philosophy
Allen Calderon,SID16982,Mathematics
Andrea Pugh,SID16983,Philosophy
Jennifer Rogers,SID16984,History
Steven Perez,SID16985,Philosophy
Robert Franklin,SID16986,History
Tiffany Walker,SID16987,Computer Science
Laura Daniel,SID16988,Computer Science
Matthew Gregory,SID16989,Psychology
Stephanie Mitchell,SID16990,Philosophy
Tammy Huffman,SID16991,Physics
Jeanne Wallace,SID16992,Biology
Jeffrey Hall,SID16993,Philosophy
Jason Morgan,SID16994,Engineering
Erika Walker,SID16995,Literature
Daniel Murphy,SID16996,Engineering
Aaron Doyle,SID16997,History
Juan Riley,SID16998,Medicine
Jermaine Munoz,SID16999,Philosophy
Erin Rush,SID17000,Engineering
Shannon Potter,SID17001,Engineering
Maria Roth,SID17002,Philosophy
Nicole Phillips,SID17003,Literature
Denise Moore,SID17004,Art
Ryan Tucker,SID17005,Art
Pamela George,SID17006,Engineering
Sandra Carrillo,SID17007,Physics
Katherine Suarez,SID17008,Philosophy
Patrick Peters,SID17009,Philosophy
Jamie Ramsey,SID17010,Engineering
Gary Wagner,SID17011,Biology
Janet Blair,SID17012,Medicine
Denise Juarez,SID17013,History
Michael Galloway,SID17014,Literature
Kathy Cole,SID17015,Literature
William Frazier,SID17016,Biology
Melissa Bryant,SID17017,Philosophy
Ashley Jones,SID17018,Biology
Jennifer Brown,SID17019,Philosophy
Jill Johnson,SID17020,Art
Patricia Reid,SID17021,Psychology
Cameron Wagner,SID17022,Economics
Kimberly Martin,SID17023,Philosophy
Alyssa Taylor,SID17024,Biology
Alexander Hale,SID17025,Economics
George Heath,SID17026,Philosophy
Andrew Beasley,SID17027,Literature
Theresa Anderson,SID17028,Economics
Karen Martin,SID17029,Philosophy
Richard Adams,SID17030,History
Jennifer Cline,SID17031,Literature
Jacob Ruiz,SID17032,History
Kelly Page,SID17033,History
Lauren Wilson,SID17034,Mathematics
Tonya Mitchell,SID17035,Psychology
Susan Brown,SID17036,Medicine
Nicholas Glover,SID17037,Medicine
Kelly Herrera,SID17038,Philosophy
Kayla Neal,SID17039,Engineering
Kenneth Russell,SID17040,Physics
Amanda Giles,SID17041,Psychology
Rebecca Solis,SID17042,Philosophy
Steve Hughes,SID17043,Mathematics
Christina James,SID17044,Art
Tami Bell,SID17045,Medicine
Elizabeth Porter,SID17046,Medicine
Terrance Jordan,SID17047,History
Brittany Nelson,SID17048,Computer Science
Brittany Baker,SID17049,Economics
Jonathan Peterson,SID17050,History
Terry Carter,SID17051,Engineering
Craig Lowery,SID17052,Literature
Melissa Calhoun,SID17053,History
Morgan Ortega,SID17054,Computer Science
William Larson Jr.,SID17055,Medicine
Matthew Torres,SID17056,Biology
Michael Munoz,SID17057,Literature
Jacob Hernandez,SID17058,Computer Science
Monica Lopez,SID17059,Economics
Lauren Miranda,SID17060,Computer Science
John Larson,SID17061,Psychology
Alice Grant,SID17062,Psychology
Stephanie Jones,SID17063,Engineering
Leah Garcia,SID17064,Literature
Michael Li,SID17065,Economics
Joshua Baker,SID17066,Engineering
Leslie Pollard,SID17067,Literature
Charles Perez,SID17068,History
Victor Garcia,SID17069,Economics
Kenneth Clarke,SID17070,Economics
Anthony Powell,SID17071,Mathematics
Sarah Wright,SID17072,Art
Heather Hamilton,SID17073,Philosophy
Joshua Moore,SID17074,Psychology
Leslie Smith,SID17075,Computer Science
Jacqueline Odonnell,SID17076,Economics
Julie Mcmahon,SID17077,Physics
Scott Williams,SID17078,Economics
Connie Jensen,SID17079,Literature
David Jones,SID17080,Economics
Mary Rivas,SID17081,Literature
Jennifer Johnson,SID17082,Art
Michelle Herman,SID17083,Biology
Tiffany Morris,SID17084,Computer Science
Amanda Summers,SID17085,Medicine
Jessica Bryant,SID17086,Mathematics
Timothy Schaefer,SID17087,Biology
Tiffany Mills,SID17088,Mathematics
Brianna Morris,SID17089,Literature
Shirley Pope,SID17090,Art
Dustin Morales,SID17091,Computer Science
Elizabeth Russell,SID17092,Engineering
Kimberly Moore,SID17093,Art
Geoffrey Frey,SID17094,Computer Science
Yvonne Solomon,SID17095,History
Anthony Baker,SID17096,Economics
Teresa Cook,SID17097,Art
Bradley Adams,SID17098,Mathematics
Connie Harris,SID17099,Literature
Phillip Spencer,SID17100,Philosophy
Joshua Martinez,SID17101,Physics
Angel Martin,SID17102,Philosophy
Virginia Young,SID17103,Biology
Megan Gibson,SID17104,Biology
Samantha Thompson,SID17105,Biology
Douglas Montgomery,SID17106,Literature
Teresa Alvarado,SID17107,Literature
Phillip Solomon,SID17108,Physics
Daniel Sutton,SID17109,Biology
Edward Grant,SID17110,Computer Science
William Gonzales,SID17111,Literature
Randy Nguyen,SID17112,Computer Science
Rachel Lopez,SID17113,Biology
Donald Robbins,SID17114,Psychology
Debra Cortez,SID17115,Economics
Jennifer Underwood,SID17116,Medicine
Christopher Oconnell,SID17117,Art
Katherine Williams,SID17118,Physics
Hunter Cantrell,SID17119,Mathematics
Jamie Lloyd,SID17120,Computer Science
Autumn Palmer,SID17121,Medicine
Robert Bates,SID17122,Art
Kayla Townsend,SID17123,Computer Science
Douglas Ward,SID17124,Philosophy
Hunter Young,SID17125,Mathematics
Bryan Clark,SID17126,Physics
Norma Hall,SID17127,Mathematics
David House,SID17128,Medicine
Victoria Miller,SID17129,Literature
Kristina Freeman,SID17130,Philosophy
Mary Bruce,SID17131,Philosophy
Mr. James Andersen,SID17132,Medicine
Christy Stafford,SID17133,Economics
Edward Young,SID17134,History
Kelly Taylor,SID17135,Physics
Clarence Payne,SID17136,Literature
Mrs. Kristen Morrow,SID17137,Physics
Holly Stone,SID17138,Economics
Sarah Gilmore,SID17139,Medicine
Franklin Medina,SID17140,Engineering
Cynthia Young,SID17141,Computer Science
Joseph Nichols,SID17142,Philosophy
Laura Nelson,SID17143,Medicine
Sherry Rogers,SID17144,Medicine
Eric Mcdaniel,SID17145,Mathematics
Mark Munoz,SID17146,Economics
Jamie Barron,SID17147,Physics
Dr. Larry Harris,SID17148,Mathematics
Jason Bates,SID17149,Physics
Sheri Tucker,SID17150,Art
Garrett Mason,SID17151,Medicine
Kristen Watts,SID17152,Engineering
Terry Kim,SID17153,History
Mrs. Lori Brown,SID17154,Physics
Jeffrey Daugherty,SID17155,History
Donna Brown,SID17156,Literature
Evelyn Porter,SID17157,Art
Isaac Rivera,SID17158,Art
Daniel Harris,SID17159,Literature
Stephen Brown,SID17160,Psychology
Lindsay Owens,SID17161,Art
Alexandria Braun,SID17162,Mathematics
Michael Manning,SID17163,Engineering
Michael Villarreal,SID17164,Psychology
Amy Bailey,SID17165,Literature
Wayne Colon,SID17166,Philosophy
Pamela Ramirez,SID17167,History
Steven Smith,SID17168,Economics
Gabriel Santiago,SID17169,Art
Melody Harper,SID17170,Literature
Kyle Ramirez,SID17171,History
Isaac Sanders,SID17172,Literature
Zachary Gonzalez,SID17173,History
Janet Jones,SID17174,Literature
Haley Rodriguez,SID17175,Biology
Angelica Flores DVM,SID17176,Economics
Scott Wilson,SID17177,Mathematics
Thomas Rubio,SID17178,Psychology
Gabrielle Curtis,SID17179,Engineering
Luis White,SID17180,Engineering
Tammy Lara,SID17181,Physics
Laura Hoffman,SID17182,Mathematics
Ashley Moreno,SID17183,Art
Kristina Valenzuela,SID17184,Physics
Diana Larson,SID17185,Mathematics
Billy Howell,SID17186,Medicine
Stacy Vincent,SID17187,History
Clayton Miller,SID17188,Biology
Rickey Snow,SID17189,Mathematics
Ian Coffey,SID17190,Engineering
William Simmons,SID17191,Art
Michael Hoover,SID17192,Engineering
Erin Martin,SID17193,Physics
Jennifer Mendoza,SID17194,Computer Science
Michelle Lee,SID17195,Mathematics
Kelly Johns,SID17196,Philosophy
Ian Green,SID17197,Psychology
Robert Porter,SID17198,Physics
Allison Collins,SID17199,Psychology
Christopher Lewis,SID17200,Medicine
Jason Harvey,SID17201,Physics
Robert Becker,SID17202,Philosophy
Erica Young,SID17203,History
Danielle Stewart,SID17204,Philosophy
Brandon Johnson,SID17205,Computer Science
Anthony Mata,SID17206,Economics
Michele Campbell,SID17207,Engineering
Laura Knox,SID17208,Art
Dawn Rodriguez,SID17209,Mathematics
Johnny Long,SID17210,Art
Michelle Moreno,SID17211,Mathematics
Christine Perez,SID17212,Biology
Yolanda Martin,SID17213,History
Diana Bell,SID17214,Biology
Patrick Wilson,SID17215,Literature
Christopher Lewis,SID17216,Psychology
Veronica Parsons,SID17217,Biology
Tanya Davis,SID17218,Psychology
Alexandra Stewart,SID17219,Engineering
Pamela Duran,SID17220,History
Raymond Smith DVM,SID17221,Medicine
Diane Roman,SID17222,Economics
Shelby Martinez,SID17223,Literature
William Allen,SID17224,History
Diana Hutchinson,SID17225,Mathematics
James Barry,SID17226,Economics
Michael Kaiser,SID17227,Economics
John Dalton,SID17228,Computer Science
Christine Estrada,SID17229,Literature
Michael Payne,SID17230,Art
Matthew King,SID17231,Art
Albert Donovan,SID17232,Art
Ashley Howard,SID17233,Physics
Larry Foster,SID17234,History
Alexandra Carlson,SID17235,Engineering
Jennifer Torres,SID17236,Literature
Felicia Robinson,SID17237,History
Gregory Blankenship,SID17238,History
Megan Ramirez,SID17239,History
Bonnie Walker,SID17240,Physics
Thomas Gray,SID17241,Computer Science
Jason Novak,SID17242,Art
Brandon Morris,SID17243,Art
Heidi Moore,SID17244,Computer Science
Laura Simmons,SID17245,Literature
Tyler Oconnor,SID17246,Biology
Joe Stevens,SID17247,Economics
Kristin Cooper,SID17248,Computer Science
John Donovan,SID17249,Physics
Justin Mitchell,SID17250,Medicine
Amy Khan,SID17251,Physics
Raymond Chaney,SID17252,Literature
Patricia Lynch,SID17253,Psychology
Benjamin Hicks,SID17254,Art
Charles Gibson,SID17255,Computer Science
Tiffany Simpson,SID17256,Art
Charles Rios,SID17257,Psychology
Elaine Simpson,SID17258,Philosophy
Kimberly Castaneda,SID17259,Art
Michael Waters,SID17260,Mathematics
Melissa Trujillo,SID17261,Medicine
Dr. Robert Thompson,SID17262,Philosophy
Kenneth Turner,SID17263,Engineering
Garrett Burke,SID17264,Psychology
Ryan Freeman,SID17265,History
